Επιτελείο - Σχηματισμός,Α/Α (ανα σχηματισμό),Ανταποκριτής,Αριθμός SIP,Συσκευή
ΑΣΔΕΝ,81,3ο ΕΤΕΘ ΔΚΤΗΣ,11781,KINHTO - TRACK HARP
ΑΣΔΕΝ,82,3ο ΕΤΕΘ/1ος ΛΟΧΟΣ ΚΡΟΥΣΗΣ,11763,KINHTO - TRACK HARP
ΑΣΔΕΝ,83,3ο ΕΤΕΘ/ΛΟΧΟΣ ΠΛΩΤΩΝ ΜΕΣΩΝ,11765,KINHTO - TRACK HARP
ΑΣΔΕΝ,84,3ο ΕΤΕΘ/ΛΑΕ,11713,KINHTO - TRACK HARP
ΑΣΔΕΝ,85,3ο ΕΤΕΘ - Η/Υ,11812,H/Y - TRACK HARP
ΑΣΔΕΝ,86,3ο ΕΤΕΘ/ΕΟ 1,11714,KINHTO - TRACK HARP
ΑΣΔΕΝ,87,3ο ΕΤΕΘ/ΕΟ 2,11954,KINHTO - TRACK HARP
ΑΣΔΕΝ,88,ΔΑΑ 15 ΣΤΡΔΟΥ ΓΙΑΚΟΥΜΗ ΕΠΙΚΕΦΑ,11926,KINHTO
ΑΣΔΕΝ,89,ΙΙΙ/1/472 ΤΕΠΠ,11936,KINHTO - TRACK HARP
ΑΣΔΕΝ,90,ΙΙ/2/471 ΤΗΠ,11942,KINHTO
ΑΣΔΕΝ,91,3ο ΕΤΕΘ/ΥΔΚΤΗΣ,11467,KINHTO
ΑΣΔΕΝ,92,3ο ΕΤΕΘ/ΑΞΚΟΣ 3ου ΓΡΑΦΕΙΟΥ,11468,KINHTO
ΑΣΔΕΝ,93,3ο ΕΤΕΘ/ΔΡΙΤΗΣ 1ης ΔΡΙΑΣ ΛΑΕ,11469,KINHTO
ΑΣΔΕΝ,94,3ο ΕΤΕΘ/ΔΡΙΤΗΣ 2ης ΔΡΙΑΣ ΛΑΕ,11478,KINHTO
ΑΣΔΕΝ,95,3ο ΕΤΕΘ/ΔΡΙΤΗΣ 3ης ΔΡΙΑΣ ΛΑΕ,11481,KINHTO
ΑΣΔΕΝ,96,3ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 1ου ΤΣ,11482,KINHTO
ΑΣΔΕΝ,97,3ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 2ου ΤΣ,11483,KINHTO
ΑΣΔΕΝ,98,3ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 3ου ΤΣ,11484,KINHTO
ΑΣΔΕΝ,99,3ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 4ου ΤΣ,11485,KINHTO
ΑΣΔΕΝ,100,88 ΣΔΙ ΔΚΤΗΣ,11305,KINHTO
ΑΣΔΕΝ,101,ΕΦ. «ΑΓ.ΕΥΣΤΡΑΤΙΟΣ»,11317,KINHTO
ΑΣΔΕΝ,102,88 ΣΔΙ ΚΕΠΙΧ,11342,H/Y - TRACK HARP
ΑΣΔΕΝ,103,88 ΤΜΧ ΔΡIA ΑΜΦΙΒΙΩΝ,11373,KINHTO - TRACK HARP
ΑΣΔΕΝ,104,285 Μ/Κ ΤΠ,11371,KINHTO - TRACK HARP
ΑΣΔΕΝ,105,ΔΑΕ ΔΚΤΗΣ,11372,KINHTO - TRACK HARP
ΑΣΔΕΝ,106,Ι/1/472 ΤΕΠΠ,11933,KINHTO
ΑΣΔΕΝ,107,ΙΙΙ/2/471 ΤΗΠ,11943,KINHTO
ΑΣΔΕΝ,108,290 Μ/Κ ΤΠ,11927,KINHTO
ΑΣΔΕΝ,109,88 ΕΜΑ,11928,KINHTO
ΑΣΔΕΝ,110,80 ΑΔΤΕ ΔΚΤΗΣ,11309,KINHTO
ΑΣΔΕΝ,111,ΕΦ ΨΕΡΙΜΟΥ,11363,KINHTO
ΑΣΔΕΝ,112,588 ΤΕ ΕΠΙΚΕΦΑΛΗΣ ΔΑΕ,11365,KINHTO - TRACK HARP
ΑΣΔΕΝ,113,ΕΦ ΚΑΛΟΛΙΜΝΟΥ,11322,KINHTO
ΑΣΔΕΝ,114,80 ΤΜΧΕΘ ΠΛΩΤΑ ΜΕΣΑ,11366,KINHTO - TRACK HARP
ΑΣΔΕΝ,115,ΕΦ ΦΑΡΜΑΚΟΝΗΣΙ,11325,KINHTO
ΑΣΔΕΝ,116,5ο ΕΤΕΘ/ ΛΟΧΟΣ ΠΛΩΤΩΝ ΜΕΣΩΝ,11771,KINHTO - TRACK HARP
ΑΣΔΕΝ,117,5ο ΕΤΕΘ/ 1 ΛΟΧΟΣ ΚΡΟΥΣΗΣ,11769,KINHTO - TRACK HARP
ΑΣΔΕΝ,118,5ο ΕΤΕΘ/ΔΚΤΗΣ,11783,KINHTO - TRACK HARP
ΑΣΔΕΝ,119,543 Μ/Κ ΤΕ ΔΑΕ,11364,KINHTO - TRACK HARP
ΑΣΔΕΝ,120,ΔΑΝ ΝΙΣΥΡΟΥ ΔΚΤΗΣ,11394,KINHTO
ΑΣΔΕΝ,121,ΕΦ ΠΑΝΑΓΙΑΣ ΚΥΡΑ ΝΙΣΥΡΟΥ,11367,KINHTO
ΑΣΔΕΝ,122,80 ΑΔΤΕ ΚΕΠΙΧ,11346,H/Y - TRACK HARP
ΑΣΔΕΝ,123,80 ΑΔΤΕ ΤΑΕ 1,11919,KINHTO
ΑΣΔΕΝ,124,2/472 ΤΕΠΠ,11932,KINHTO
